,day,item_number,item_name,purchase_price,suggested_retail_price,orders_quantity,sales_quantity,revenue
66,2022-01-29,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,17.0,25.16
67,2022-01-29,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,17.0,25.16
68,2022-01-29,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,19.0,65.96
69,2022-01-29,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,19.0,65.96
70,2022-01-29,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,25.0,24.56
71,2022-01-29,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,25.0,24.56
72,2022-01-28,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,10.0,14.8
73,2022-01-28,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,10.0,14.8
74,2022-01-28,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,10.0,34.65
75,2022-01-28,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,10.0,34.65
76,2022-01-28,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,29.0,28.52
77,2022-01-28,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,29.0,28.52
78,2022-01-27,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,0.0,18.0,26.67
79,2022-01-27,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,0.0,18.0,26.67
80,2022-01-27,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,17.0,58.4
81,2022-01-27,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,17.0,58.4
82,2022-01-27,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,25.0,24.14
83,2022-01-27,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,25.0,24.14
84,2022-01-26,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,9.0,13.41
85,2022-01-26,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,9.0,13.41
86,2022-01-26,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,12.0,41.88
87,2022-01-26,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,12.0,41.88
88,2022-01-26,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,13.0,12.76
89,2022-01-26,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,13.0,12.76
90,2022-01-25,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,0.0,9.0,13.39
91,2022-01-25,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,0.0,9.0,13.39
92,2022-01-25,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,14.0,48.6
93,2022-01-25,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,14.0,48.6
94,2022-01-25,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,9.0,8.77
95,2022-01-25,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,9.0,8.77
96,2022-01-24,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,10.0,14.9
97,2022-01-24,80317483,ROMA TOMATEN ES I 500G SF,0.92,1.49,20.0,10.0,14.9
98,2022-01-24,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,16.0,54.76
99,2022-01-24,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,16.0,54.76
100,2022-01-24,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,15.0,14.78
101,2022-01-24,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,15.0,14.78
102,2022-01-23,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
103,2022-01-23,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
104,2022-01-23,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
105,2022-01-23,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
106,2022-01-23,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
107,2022-01-23,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
108,2022-01-22,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,16.0,23.69
109,2022-01-22,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,16.0,23.69
110,2022-01-22,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,0.0,1.0,3.49
111,2022-01-22,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,0.0,1.0,3.49
112,2022-01-22,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,34.0,33.31
113,2022-01-22,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,34.0,33.31
114,2022-01-21,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,18.0,26.71
115,2022-01-21,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,18.0,26.71
116,2022-01-21,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,0.0,23.0,79.4
117,2022-01-21,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,0.0,23.0,79.4
118,2022-01-21,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,54.0,34.0,33.3
119,2022-01-21,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,54.0,34.0,33.3
120,2022-01-20,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,8.0,11.92
121,2022-01-20,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,8.0,11.92
122,2022-01-20,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,18.0,61.3
123,2022-01-20,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,18.0,61.3
124,2022-01-20,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,27.0,26.21
125,2022-01-20,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,27.0,26.21
126,2022-01-19,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,11.0,16.35
127,2022-01-19,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,11.0,16.35
128,2022-01-19,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,10.0,34.87
129,2022-01-19,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,14.0,10.0,34.87
130,2022-01-19,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,20.0,19.66
131,2022-01-19,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,20.0,19.66
132,2022-01-18,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,12.0,17.74
133,2022-01-18,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,12.0,17.74
134,2022-01-18,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,0.0,4.0,13.67
135,2022-01-18,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,0.0,4.0,13.67
136,2022-01-18,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,17.0,16.75
137,2022-01-18,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,17.0,16.75
138,2022-01-17,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,15.0,22.2
139,2022-01-17,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,15.0,22.2
140,2022-01-17,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,0.0,
141,2022-01-17,80101923,SL MANDARINEN BEH.ES I 750G GS,2.15,3.49,28.0,0.0,
142,2022-01-17,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,13.0,12.74
143,2022-01-17,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,13.0,12.74
144,2022-01-16,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
145,2022-01-16,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
146,2022-01-16,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
147,2022-01-16,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
148,2022-01-16,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
149,2022-01-16,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
150,2022-01-15,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,19.0,28.02
151,2022-01-15,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,19.0,28.02
152,2022-01-15,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
153,2022-01-15,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
154,2022-01-15,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,31.0,30.33
155,2022-01-15,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,31.0,30.33
156,2022-01-14,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,2.0,2.87
157,2022-01-14,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,2.0,2.87
158,2022-01-14,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
159,2022-01-14,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
160,2022-01-14,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,32.0,31.54
161,2022-01-14,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,32.0,31.54
162,2022-01-13,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,1.0,1.49
163,2022-01-13,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,1.0,1.49
164,2022-01-13,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
165,2022-01-13,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
166,2022-01-13,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,24.0,23.41
167,2022-01-13,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,24.0,23.41
168,2022-01-12,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,6.0,8.92
169,2022-01-12,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,6.0,8.92
170,2022-01-12,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
171,2022-01-12,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
172,2022-01-12,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,14.0,13.72
173,2022-01-12,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,14.0,13.72
174,2022-01-11,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.84
175,2022-01-11,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,14.0,20.84
176,2022-01-11,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
177,2022-01-11,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,3.0,10.47
178,2022-01-11,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,21.0,20.73
179,2022-01-11,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,21.0,20.73
180,2022-01-10,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,8.0,11.85
181,2022-01-10,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,8.0,11.85
182,2022-01-10,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
183,2022-01-10,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
184,2022-01-10,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,25.0,24.72
185,2022-01-10,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,36.0,25.0,24.72
186,2022-01-09,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
187,2022-01-09,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
188,2022-01-09,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
189,2022-01-09,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
190,2022-01-09,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
191,2022-01-09,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
192,2022-01-08,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,1.0,1.49
193,2022-01-08,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,1.0,1.49
194,2022-01-08,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
195,2022-01-08,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
196,2022-01-08,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,17.0,16.68
197,2022-01-08,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,18.0,17.0,16.68
198,2022-01-07,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,5.0,7.45
199,2022-01-07,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,0.0,5.0,7.45
200,2022-01-07,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
201,2022-01-07,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
202,2022-01-07,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,54.0,23.0,22.6
203,2022-01-07,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,54.0,23.0,22.6
204,2022-01-06,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0,14.77
205,2022-01-06,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0,14.77
206,2022-01-06,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,2.0,6.98
207,2022-01-06,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,2.0,6.98
208,2022-01-06,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,28.0,27.45
209,2022-01-06,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,28.0,27.45
210,2022-01-05,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,6.0,8.91
211,2022-01-05,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,6.0,8.91
212,2022-01-05,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
213,2022-01-05,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
214,2022-01-05,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,20.0,19.72
215,2022-01-05,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,20.0,19.72
216,2022-01-04,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,10.0,14.9
217,2022-01-04,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,10.0,10.0,14.9
218,2022-01-04,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,1.0,3.49
219,2022-01-04,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,1.0,3.49
220,2022-01-04,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,16.0,15.72
221,2022-01-04,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,16.0,15.72
222,2022-01-03,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0,14.9
223,2022-01-03,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,20.0,10.0,14.9
224,2022-01-03,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
225,2022-01-03,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
226,2022-01-03,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,23.0,22.68
227,2022-01-03,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.63,0.99,0.0,23.0,22.68
228,2022-01-02,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
229,2022-01-02,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
230,2022-01-02,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
231,2022-01-02,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
232,2022-01-02,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
233,2022-01-02,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
234,2022-01-01,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
235,2022-01-01,80317483,ROMA TOMATEN ES I 500G SF,0.9784507042253521,1.5463380281690144,0.0,0.0,
236,2022-01-01,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
237,2022-01-01,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
238,2022-01-01,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
239,2022-01-01,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.674927536231884,1.055314009661836,0.0,0.0,
240,2021-12-31,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,20.0,29.38
241,2021-12-31,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,20.0,29.38
242,2021-12-31,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
243,2021-12-31,80101923,SL MANDARINEN BEH.ES I 750G GS,1.9913207547169816,3.2164150943396237,0.0,0.0,
244,2021-12-31,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,14.0,13.86
245,2021-12-31,80028349,UH ZWIEBELN DE-HE I 1KG GS,0.64,0.99,0.0,14.0,13.86
246,2021-12-30,80317483,ROMA TOMATEN ES I 500G SF,0.96,1.49,30.0,33.0,48.94
